ref_area.label,source.label,indicator.label,sex.label,classif1.label,classif2.label,time,obs_value
Poland,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,39.48
Poland,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,38.38
Poland,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,38.72
Poland,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,38.81
Poland,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,39.35
Poland,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,39.74
Poland,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,39.61
Puerto Rico,PC - Population Census,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,35.79
Puerto Rico,PC - Population Census,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,35.94
Portugal,LFS - Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,37.31
Portugal,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,37.79
Portugal,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,38.09
Portugal,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,37.6
Portugal,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,36.92
Portugal,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,37.74
Portugal,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,37.91
Portugal,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,37.85
Portugal,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,37.8
Portugal,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,38.22
Paraguay,HS - Continuous Permanent Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,41.61
Paraguay,HS - Continuous Permanent Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,41.63
Paraguay,HS - Continuous Permanent Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,41.12
Paraguay,HS - Continuous Permanent Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,40.01
Paraguay,HS - Continuous Permanent Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,39.25
Paraguay,HS - Continuous Permanent Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,40.45
Paraguay,HS - Continuous Permanent Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,40.6
Paraguay,HS - Continuous Permanent Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,41.79
Paraguay,HS - Continous Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,42.24
Paraguay,HS - Continous Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,42.69
Occupied Palestinian Territory,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,41.87
Occupied Palestinian Territory,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,41.54
Occupied Palestinian Territory,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,41.65
Occupied Palestinian Territory,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,40.87
Occupied Palestinian Territory,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,42.17
Occupied Palestinian Territory,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,42.44
Occupied Palestinian Territory,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,42.79
Occupied Palestinian Territory,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,42.02
Occupied Palestinian Territory,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,41.24
Romania,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,39.42
Romania,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,39.65
Romania,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,39.75
Romania,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,38.47
Romania,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,38.93
Romania,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,38.74
Romania,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,38.84
Romania,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,38.81
Romania,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,38.47
Russian Federation,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,39.27
Russian Federation,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,39.24
Russian Federation,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,39.19
Russian Federation,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,38.93
Russian Federation,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,39.15
Russian Federation,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,39.15
Russian Federation,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,39.3
Russian Federation,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,39.19
Russian Federation,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,39.28
Rwanda,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,30.2
Rwanda,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,31.09
Rwanda,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,30.43
Rwanda,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,29.35
Rwanda,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,31.58
Rwanda,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,32.79
Rwanda,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,33.99
Rwanda,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,32.71
Sudan,LFS - Labor Market Panel Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,50.76
Senegal,LFS - National Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,45.46
Senegal,LFS - National Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,42.76
Senegal,LFS - National Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,43.21
Sierra Leone,HS - Integrated Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,42.71
El Salvador,HS - Multi-purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,42.96
El Salvador,HS - Multi-purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,43.18
El Salvador,HS - Multi-purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,43.42
El Salvador,HS - Multi-purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,42.7
El Salvador,HS - Multi-purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,42.82
El Salvador,HS - Multi-purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,42.12
El Salvador,HS - Multi-purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,42.15
El Salvador,HS - Multi-purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,42.17
El Salvador,HS - Multi-purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,42.27
Somalia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,31.42
Serbia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,40.96
Serbia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,41.37
Serbia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,41.84
Serbia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,41.97
Serbia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,41.17
Serbia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,41.58
Serbia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,41.53
Serbia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,41.34
Serbia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,41.72
Serbia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,41.96
Slovakia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,37.49
Slovakia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,37.7
Slovakia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,37.9
Slovakia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,38.2
Slovakia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,38.75
Slovakia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,38.6
Slovakia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,38.33
Slovakia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,38.71
Slovakia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,38.79
Slovenia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,37.73
Slovenia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,38.12
Slovenia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,38.38
Slovenia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,38.69
Slovenia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,38.23
Slovenia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,37.98
Slovenia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,37.6
Slovenia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,38.51
Slovenia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,38.58
Sweden,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,34.52
Sweden,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,34.79
Sweden,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,34.63
Sweden,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,34.22
Sweden,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,34.94
Sweden,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,35.17
Sweden,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,35.22
Sweden,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,35.43
Sweden,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,35.03
Eswatini,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,42.74
Eswatini,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,42.67
Eswatini,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,44.01
Seychelles,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,39.96
Seychelles,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,40.74
Seychelles,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,41.85
Seychelles,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,42.56
Seychelles,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,42.37
Seychelles,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,43.68
Seychelles,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,43.54
Thailand,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,42.53
Thailand,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,42.25
Thailand,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,42.26
Thailand,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,41.37
Thailand,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,41.41
Thailand,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,42.7
Thailand,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,42.91
Thailand,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,43.19
Thailand,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,43.22
Thailand,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,43.31
Tajikistan,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,40.29
Timor-Leste,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,34.93
Timor-Leste,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,30.74
Tonga,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,31.8
Tonga,HIES - Household Income and Expenditure Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,34.24
Tonga,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,34.86
Tunisia,LFS - National Population and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,44.26
Türkiye,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,43.78
Türkiye,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,43.87
Türkiye,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,43.53
Türkiye,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,42.59
Türkiye,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,44.37
Türkiye,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,44.77
Türkiye,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,45.45
Türkiye,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,45.94
Türkiye,LFS - Household Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,46.26
Tuvalu,PC - Population Census,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,36.83
Tuvalu,HIES - Household Income and Expenditure Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,34.63
"Tanzania, United Republic of",LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,39.71
Uganda,LFS - National Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,44.44
Uganda,HIES - National Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,33.15
Uganda,LFS - National Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,35.13
Uruguay,LFS - Continous Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,36.84
Uruguay,LFS - Continous Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,36.67
Uruguay,LFS - Continous Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,37.25
United States of America,LFS - Current Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,37.56
United States of America,LFS - Current Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,37.8
United States of America,LFS - Current Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,37.96
